,title,year,Genre,Tags,Score,Watchers,Main Cast,img url,kdrama_id,director,screenwriter,country,type,tot_eps,duration,start_dt,end_dt,aired_on,org_net,content_rt,synopsis,rank,pop
35,A Beauty of Revenge,2021.0,"Romance, Youth","Student Female Lead,, School Setting,, Ugly To Attractive,, MDL Remake,, Teenager Female Lead,, Short Length Series,, Miniseries,, High School,, School Problems,, Beauty",6.6,,"Son Ho Tae, Park Min Sun, Jang Yeo Bin, Park Young Jae, Cha Yi Do",https://i.mydramalist.com/XxW1p_4c.jpg?v=1,4d7e37bb0a624bd28f011da2e13e1f38,,,South Korea,Drama,5.0,600.0,2021-10-05,2021-11-02,Tuesday,CheezeFilm,Not Yet Rated,A story about a girl Park Minsun getting revenge on her bullies by changing her appearance and identity. She executes a plan to damage the leader of the delinquent group who has sociopathic tendencies.~~ Based on the the web drama 'Multi Personality Girl EP0' (2019). ,9014.0,4145.0
36,A Bird That Doesn't Sing,2015.0,,,,,,,50ba217dbb2e4b75a51c9c198ccc0bed,['Kim Pyung Joong'],['Yeo Jeong Mi'],South Korea,Drama,100.0,3000.0,2015-05-04,2015-10-22,"Monday, Tuesday, Wednesday, Thursday",tvN,Not Yet Rated,A 10 billion won insurance murder case causes Oh Ha Naui to lose everything. She sets out to take revenge upon Chun Mi Ja who caused her misfortune. ,51955.0,9461.0
37,A Business Proposal,2022.0,"Comedy, Romance, Drama","Boss-Employee Relationship,, Double Identity,, Fake Identity,, Blind Date,, Contract Relationship,, Cheerful Female Lead,, Sismance,, Company President (CEO) Male Lead,, Rich Male Lead,, Rich Man/Poor Woman",8.7,,"Ahn Hyo Seop, Kim Se Jeong, Kim Min Gue, Seol In Ah, Lee Deok Hwa, Choi Byung Chan",https://i.mydramalist.com/v24Pg_4c.jpg?v=1,f4e7284c0e4248d0b5adb16bfe4974c9,['Park Seon Ho'],"['Han Sul Hee', 'Hong Bo Hee']",South Korea,Drama,12.0,3600.0,2022-02-28,2022-04-05,"Monday, Tuesday",Netflix SBS,15+ - Teens 15 or older,"Shin Ha Ri is a single woman who works for a company. She has a male friend, who she has had a crush on for a long time, but she learns he has a girlfriend. Shin Ha Ri feels sad and decides to meet her friend Jin Young Seo, who is a daughter of a chaebol family. Jin Young Seo then asks Shin Ha Ri to take her place on a blind date and even offers some money for her time. Shin Ha Ri accepts her friend's offer. She goes out on a blind date as Jin Young Seo while having the intention of getting rejected by her date. When she sees her blind date, Shin Ha Ri is dumbfounded. Her blind date is Kang Tae Moo. He is the CEO of the company where she works.Kang Tae Moo is the CEO of a company that his grandfather founded. One day, his grandfather informed him of an upcoming blind date that he set up for him. Kang Tae Moo is a workaholic, and he is annoyed that his grandfather sets up blind dates for him. He decides to marry the next woman whom he meets on a blind date, so he won't be disturbed from his work anymore. That woman is Shin Ha Ri, but she is pretending to be Jin Young Seo.On the following day, Shin Ha Ri receives a phone call from Kang Tae Moo. He asks her to marry him.(Source: AsianWiki)~~ Adapted from the web novel ""The Office Blind Date"" (사내 맞선) by Hae Hwa (해화).",244.0,22.0
38,A Business Proposal ,2023.0,"Comedy, Romance, Drama","Boss-Employee Relationship, Double Identity, Fake Identity, Blind Date, Contract Relationship, Cheerful Female Lead, Sismance, Company President (CEO) Male Lead, Rich Male Lead, Rich Man/Poor Woman",8.7,"99,264","Ahn Hyo Seop, Kim Min Gue, Kim Se Jeong, Seol In Ah",,,,,,,12.0,60.0,2022-02-28,2022-04-05,"Monday, Tuesday",,,"Shin Ha Ri is a single woman and works for a company. She has a male friend, who she has had a crush on for a long time, but she learns he has a girlfriend. Shin Ha Ri feels sad and decides to meet her friend Jin Young Seo, who is a daughter of a chaebol family. Jin Young Seo then asks Shin Ha Ri to take her place in a blind date and even offers some money for her time. Shin Ha Ri accepts her friend's offer. She goes out on the blind date as Jin Young Seo, while having the intention to get rejected by her date. When she sees her blind date, Shin Ha Ri is dumbfounded. Her blind date is Kang Tae Mu. He is the CEO of the company where she works.
Kang Tae Mu is the CEO of a company that his grandfather founded. One day, his grandfather informed him of an upcoming blind date that he set up for him. Kang Tae Mu is a workaholic and he is annoyed that his grandfather sets up blind dates for him. He decides to marry the next woman whom he meets at a blind date, so he won't be disturbed from his work anymore. That woman is Shin Ha Ri, but pretending to be Jin Young Seo.
On the following day, Shin Ha Ri receives a phone call from Kang Tae Mu. He asks her to marry him.",218.0,28.0
39,A Daughter Just Like You,2015.0,"Comedy, Romance, Family, Melodrama","Death Of A Wife,, Widower Male Lead,, Cold Female Lead,, Single Father,, Warm Man/Cold Woman,, Independent Female Lead,, Hardworking Female Lead,, Strict Father,, Selfish Mother,, Supportive Father-in-Law",7.5,,"Lee Soo Kyung, Woo Hee Jin, Kim Hye Ok, Kang Kyung Joon, Jung Hye Sung, Kang Tae Sung",https://i.mydramalist.com/YAXlec.jpg?v=1,53d9a7307c8e4c02a9743d6bf6a2f9e0,"['Oh Hyun Jong', 'Park Won Gook']",['Ga Sung Jin'],South Korea,Drama,120.0,2100.0,2015-05-18,2015-11-06,"Monday, Tuesday, Wednesday, Thursday, Friday",MBC,15+ - Teens 15 or older,"This family-oriented show revolves around three different families clashing through a lot of misunderstandings as they become in-laws with each other: a popular female host on a shopping channel and her three daughters who are a college professor, high-powered consultant, and doctor, a divorced spouse who loves to regale stories about his time in the Marines, he has dried skin from doing the dishes every day; and a daughter from a rich family that that runs a successful fashion designer company. Their problems clear up slowly through love and understanding that result in a healing process.(SourcE: MBC)",5658.0,5652.0
40,A Day for Romance,2017.0,,,,,,,ba0439b09c9f4e50a3522adac912e3df,,,South Korea,Drama,6.0,,2017-08-25,2017-08-25,,Naver TV Cast,Not Yet Rated,A drama about the love story between two couples. ,40026.0,99999.0
41,A Day of Dating,2022.0,,,,,,,96152749917043049d32a1e31f5e66eb,,,South Korea,Drama,3.0,780.0,2022-02-28,2022-03-27,Monday,,13+ - Teens 13 or older,"“You know, I thought I could do anything with you. We always love together, we are unhappy together, we cry together.” As soon as Joo Young says those words, she recalls the night she was unhappy with. And at the dawn of the breakup, Lee Seo recalls the day she and Joo Young had spoken.(Source: YouTube.com) ",99999.0,99999.0
42,A DeadbEAT's Meal,2021.0,,,,,,,20f42a0060a44c3db7f287e19bbf6ed6,['Kim Joon Mo'],['Jeon Seon Young'],South Korea,Drama,12.0,1500.0,2021-12-10,2022-01-14,Friday,Naver TV Cast TVING,Not Yet Rated,"Jae Ho tries to find a job, but it's not easy for him. He supports himself with working part-time jobs. Recently, his girlfriend Soo Jung dumped him after dating for 7 years. Despite his difficulties, Jae Ho's main concern is ""What should I eat today?""After working day and night for several years at an advertising company, Woon Ho almost died due to overworking. She quit her job after that. Now, it's been 3 months since she has become voluntarily unemployed. She follows her simple belief of ""Let's just think about eating delicious food.""(Source: AsianWiki)",45879.0,8452.0
43,A Double Table,2021.0,,,,,,,dc1e52b911ba4e89b471f55cc5c52562,,,South Korea,Drama,10.0,720.0,2021-01-19,2021-03-23,,,Not Yet Rated,,48682.0,99999.0
44,A Gentleman's Dignity,2012.0,"Comedy, Romance, Drama, Melodrama","Adult Romance,, Bromance,, Friendship,, Age Gap Drama Life,, Age Gap Real Life,, Male Centered Plot,, Dissociative Amnesia,, Independent Female Lead,, Mental Illness,, Love At First Sight",8.3,,"Jang Dong Gun, Kim Ha Neul, Kim Soo Ro, Kim Min Jong, Lee Jong Hyuk, Yoon Se Ah",https://i.mydramalist.com/qY5jDc.jpg?v=1,,,,,,20.0,,,,,"iQIYI, Viki",15+ - Teens 15 or older,"Four men in their forties go through love, breakup, success and failure. The story includes the romantic relationship between Kim Do Jin, an architect with a scathing tongue, and strict high school teacher Seo Yi Soo, who moonlights as an umpire at amateur baseball games. (Source IMDb) ,",,
45,A Good Day for the Wind to Blow,2010.0,"Comedy, Romance, Melodrama","Cheerful Female Lead,, Cold Man/Warm Woman,, Nice Male Lead,, Married Life,, Nice Mother-in-Law,, Older Man/Younger Woman,, Multiple Mains,, Age Gap Drama Life,, Age Gap Real Life,, Illustrator Female Lead",7.2,,"Kim So Eun, Jin Yi Han, Seo Hyo Rim, Kang Ji Sub, Lee Hyun Jin, Jung Seung Ho",https://i.mydramalist.com/9yrKGc.jpg?v=1,,,,,,173.0,,,,,"Viki, Netflix",15+ - Teens 15 or older,"Kwon Oh Bok is a 19-year-old young woman and an orphan who refuses to give up her dream of becoming a top illustrator. Because she grew up poor (and is still struggling), she is extremely frugal, and maintains an optimistic outlook on things. Kwon Oh Bok has nothing that she can call her own in her life-time, not even the little room that she stays in. However, her hot temper will flares whenever she witness any injustice. , whenever she witness any injustice. ",,
46,A Good Supper,2021.0,"Romance, Drama, Family","Nice Male Lead,, Friendship,, Food,, Brother-Sister Relationship,, Cooking,, ""Childhood Friends Relationship,"", ""Best Friends Relationship,"", Restaurant Setting,, Countryside Setting,, Death Of A Mother",6.6,,"Jung Woo Yeon, Jae Hee, Kwon Hyuk, Kang Da Hyun, Kim Hye Ok, Choi Soo Rin",https://i.mydramalist.com/Z20bY_4c.jpg?v=1,350287426cea48678d3d4dd43c8ca896,['Baek Ho Min'],['Ha Chung Ok'],South Korea,Drama,120.0,1800.0,2021-01-11,2021-07-01,"Monday, Tuesday, Wednesday, Thursday, Friday",MBC,15+ - Teens 15 or older,"“Supper” is a shabby Korean Diner in the countryside near a small train station. Young Shin is in her third year of high school, but while her classmates go straight to academies after school, she rushes to the market to buy cheap ingredients for the diner.  The regular customers who bought daily meal tickets for 4 dollars, and enjoyed a generous, delicious warm dinner, became the “Supper” family.  Since Young Shin was little, she learned how to cook from Gyung Soo, the owner of the Diner. She grew up with Da Jung, Jung Hoon and Oh Bok.  Jung Hoon, moved to the countryside with his father after he divorced Jung Hoon’s mother. Oh Bok, was raised by his grandmother and uncle, after his parents abandoned him.  Da Jung, and her parents, ate at “Supper” because both her parents worked. They became closer than most siblings over 12 years. Four young people show up in Gyung Soo’s life, unraveling a lively story of love, friendship, ambition and forgiveness.(Source: mbc)",8978.0,7223.0
47,A Guy Friend 14 Days Before,2018.0,,,,,,,1de7fb1b4e6c4b9aa857b2ebf6dbcfde,,,South Korea,Drama,14.0,900.0,2018-09-07,2018-10-27,"Friday, Saturday",Naver TV Cast,Not Yet Rated,,58516.0,99999.0
48,A Hundred Year's Inheritance,2013.0,"Romance, Drama, Family","Soap Opera,, Food",7.2,,"Eugene, Lee Jung Jin, Yoon Ah Jung, Choi Won Young, Kim Myung Soo, Jung Hye Sun",https://i.mydramalist.com/Jjx4wc.jpg?v=1,,,,,,50.0,,,,,Viki,15+ - Teens 15 or older,"Set against the backdrop of an old, shabby shop called Old Noodles, this story is about a family that has been running a noodle factory for three generations. Centered around noodles and the network of people connected to it, the story has the zest of radish water noodles as well as the richness of chopped noodles made with chicken broth. This drama attempts to reaffirm the family values of a wayward family that only stick together for the sake of making money. , that only stick together for the sake of making money. ",,
49,A Korean Odyssey,2017.0,"Horror, Comedy, Romance, Fantasy","Ghost-seeing Female Lead,, Special Power,, Supernatural Power,, Demon,, Steamy Kiss,, Aggressive Male Lead,, Ghost,, Tough Male Lead,, Love/Hate Relationship,, Bromance",8.2,,"Lee Seung Gi, Cha Seung Won, Oh Yeon Seo, Lee Hong Ki, Jang Gwang, Lee El",https://i.mydramalist.com/OrP1dc.jpg?v=1,37f51098edfd4323a9a3a1a95c5f1ed2,"['Park Hong Kyun', 'Kim Jung Hyun', 'Kim Byung Soo']","['Hong Jung Eun', 'Hong Mi Ran']",South Korea,Drama,20.0,4800.0,2017-12-23,2018-03-04,"Saturday, Sunday",Netflix tvN,15+ - Teens 15 or older,"In 2017, Son Oh Gong and Ma Wang are in conflict with each other as they look for a true light in a dark world where evil thrives. Having made a contract with Seon Mi 25 years ago, entitling her to seek help from Son Oh Gong whenever she calls him in exchange for letting him free, the two meet again in a fateful encounter. From there, Son Oh Gong is bound to his protective role towards Seon Mi, the little girl he had met years ago.(Source: Wikipedia) ~~ Adapted from the classic Chinese novel “Journey to the West,” but reinterprets the story into the present day and has a romantic-fantasy twist.",1193.0,56.0
50,A Love So Beautiful,2020.0,"Comedy, Romance, Life, Youth","Unrequited Love,, First Love,, Doctor Male Lead,, Height Difference,, Bright Female Lead,, Female Chases Male First,, Love Triangle,, Smart Male Lead,, High School,, Cold Man/Warm Woman",7.8,,"Kim Yo Han, So Ju Yeon, Yeo Hoe Hyun, Jo Hye Joo, Jung Jae Oh, Kim Dong Kyu",https://i.mydramalist.com/vEzgB_4c.jpg?v=1,8c3ab0366564445da7ca7d3c4e3e3c4a,,['Jang Yoo Yeon'],South Korea,Drama,24.0,1200.0,2020-12-28,2021-02-20,"Monday, Thursday, Saturday",Daum Kakao TV Netflix,13+ - Teens 13 or older,"Cha Heon is a student at Chun Ji High School who has both good looks and brains. He appears to be a cold character, but he is actually someone with a warm heart who can't express himself well.Shin Sol Yi is a bright and bubbly 17-year-old who has a crush on Cha Heon. She openly confesses her love to Cha Heon constantly. She is a clumsy but lovable character.Woo Dae Sung is a talented swimmer who transfers to Chun Ji High School and falls for Shin Sol Yi. He hides his feelings for her and quietly stays by her side.",3468.0,340.0
51,A Love to Kill,2005.0,"Romance, Drama, Melodrama","Forbidden Love,, Revenge,, Misunderstanding,, Love Triangle,, Sad Romance,, Rich Woman/Poor Man,, Steamy Kiss,, Evil Stepmother,, Obsessive Pretender,, Stoic Male Lead",7.3,,"Rain, Shin Min Ah, Kim Sa Rang, Kim Kwang Min, Yoo Hye Ri, Lee Min Hyuk",https://i.mydramalist.com/3ozLvc.jpg?v=1,,,,,,16.0,,,,,"Idol & Romance, Fresh Drama, Viki, WeTV",15+ - Teens 15 or older,"""Kang Bok Gu is a tough guy and a K-1 Fighter. Bok Gu is a character who is dynamic in nature and grew up in a foster home. He falls in love with a woman whom he should not love. It was because of the woman, his emotionally-wounded brother fell off from the rooftop and became a nursing case. So, his love is forbidden and inevitably tragic. The woman is Cha Eun Seok, who is a TV talent and movie actress. It was not that she jilted his brother on purpose, but upon a basis of misunderstanding, his hatred toward Cha Eun Seok grows more and more burning. By becoming Cha Eun Seoks private bodyguard, Bok Gu keeps concretely practicing his revenge upon her. He only desires to bring his brothers woman to her knees. He is gradually taking Cha Eun Seok to destruction while he feels his love toward her growing deeper and deeper in his heart. Bok Gu is a cold guy character without any special concern for women. The martial art of hand-to-hand fighting was just kind of his escape he chose from the shock of a spinsters death whom he loved from a distance."", "" Seok, who is a TV talent and movie actress. It was not that she jilted his brother on purpose, but upon a basis of misunderstanding, his hatred toward Cha Eun Seok grows more and more burning. By becoming Cha Eun Seoks private bodyguard, Bok Gu keeps concretely practicing his revenge upon her. He only desires to bring his brothers woman to her knees. He is gradually taking Cha Eun Seok to destruction while he feels his love toward her growing deeper and deeper in his heart. Bok Gu is a cold guy character without any special concern for women. The martial art of hand-to-hand fighting was just kind of his escape he chose from the shock of a spinsters death whom he loved from a distance.""",,
